Date Reported,Case Number,Classification,Description,Status,Date Occurred,Time Data,Address,Building
02/29/2020, 2020-01281,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,02/29/2020, 2:30 - 02/29/2020 2:55,3337 WALNUT ST,ZETA PSI
02/29/2020, 2020-01287,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Active,02/29/2020, 6:53 - 02/29/2020 8:28,3604 CHESTNUT ST,WAWA- CHESTNUT ST
02/29/2020, 2020-01294,ASSAULT,OTHER ASSAULTS ASSAULT,Active,02/29/2020, 17:35 - 02/29/2020  17:56, 100 S 39TH ST, 100 BLOCK OF S. 39TH
02/29/2020, 2020-01311,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT, Arrest,03/01/2020, 16:05 - 03/01/2020  16:47, 3744 SPRUCE ST,WAWA- SPRUCE ST
03/02/2020, 2020-01333,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,03/02/2020, 16:30 - 03/02/2020  16:45, 3420 WALNUT ST,VAN PELT LIBRARY
03/02/2020, 2020-01334,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Active,02/27/2020,23:50 - 02/28/2020 10:00, BETA THETA PI,
03/03/2020, 2020-01339,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,03/03/2020, 1:00 - 03/03/2020 5:00,3411 CHESTNUT ST,DOMUS APARTMENTS
03/03/2020, 2020-01340,SEX OFFENSE,RAPE - KNOWN ACQUAINTANCE, Inactive,02/27/2020,0:00-02/27/2020,4029 WALNUT, WALNUT
03/03/2020, 2020-01344,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,02/27/2020,0:00-02/27/2020,3700 WALNUT ST,3700 BLOCK OF WALNUT
03/03/2020, 2020-01358, AGGRAVATED ASSAULT,AGR ASSAULT BY KNIFE OR CUTTING INSTRUMENT,Active,02/27/2020,0:00-02/27/2020,3500 MARKET ST,3500 BLOCK OF MARKET
03/04/2020, 2020-01372,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,02/27/2020,0:00-02/27/2020, 3601 SPRUCE ST,WISTAR INSTITUTE
03/04/2020, 2020-01382,AGG ASSAULT/DOMESTIC, AGG ASSAULT DOMESTIC - HANDS/FIST/FEET,Active,02/27/2020,0:00-02/27/2020,51 N 39TH ST,PRESBYTERIAN HOSPITAL
03/05/2020, 2020-01386,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Inactive,03/04/2020, 19:00 - 03/05/2020  9:00,4062 IRVING, IRVING
03/05/2020, 2020-01393,FRAUD,EMBEZZLEMENT EMBEZZLEMENT,Active,03/05/2020, 14:23 - 03/05/2020  14:58, 4101 SANSOM ST,sansom
03/06/2020, 2020-01414, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE,Active,03/06/2020,11:40 - 03/06/2020 11:43,SCIENCE CENTER 3701,
03/06/2020, 2020-01417,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Arrest,03/06/2020, 15:02 - 03/06/2020  15:16, 3701 WALNUT ST,POTTRUCK CENTER
03/07/2020, 2020-01445,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 500 TO 999.99, Active,02/27/2020,0:00-02/27/2020, 3160 CHESTNUT ST,FACILITIES DEPARTMENT
03/08/2020, 2020-01450,DRUNKENESS, DRUNKENNESS PUBLIC DRUNKENNESS, Arrest,03/08/2020, 1:39 - 03/08/2020 3:06,699 HOLLENBACK DR, RIVER FIELDS
03/08/2020, 2020-01457,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,03/06/2020, 15:30 - 03/07/2020  14:30, 3717 CHESTNUT ST,URGENT CARE
03/09/2020, 2020-01468,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,02/27/2020,0:00-02/27/2020,3925 WALNUT ST,CVS
03/09/2020, 2020-01479, OTHER OFFENSE, HARASSMENT, Inactive,03/09/2020, 20:12 - 03/09/2020  20:37, 200 S 40TH ST, 200 BLOCK OF S. 40TH
03/10/2020, 2020-01493, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE,Active,03/10/2020,12:30 -,HUB2,
03/11/2020, 2020-01510,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,03/09/2020, 18:00 - 03/11/2020  9:30,3700 HAMILTON WALK,RICHARDS BUILDING
03/11/2020, 2020-01512,ASSAULT,ASSAULT/NON-PHILA POLICE, Arrest,03/11/2020, 13:48 - 03/11/2020  13:58, 3400 SPRUCE ST,3400 BLOCK OF SPRUCE
03/11/2020, 2020-01516, OTHER OFFENSE, OTHER OFFENSES PROBATION LAW VIOLATIONS,Arrest,03/11/2020, 17:19 - 03/11/2020  17:22, 4000 LUDLOW ST,"40/LUDLOW, INTERSECTION OF"
03/12/2020, 2020-01535,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS,Arrest,02/27/2020,0:00-02/27/2020,4040 SPRUCE ST,SPRUCE
03/13/2020, 2020-01564,ASSAULT,OTHER ASSAULTS ASSAULT, Active,03/13/2020,22:55 - 03/13/2020 23:51,3600 BLOCK OF WALNUT,
03/14/2020, 2020-01581,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Inactive,03/12/2020,12:30-03/12/2020, 329 S 42ND ST, SURREY HALL
03/14/2020, 2020-01587,ASSAULT,ASSAULT/NON-PHILA POLICE, Arrest,03/14/2020, 20:01 - 03/14/2020  20:10, 4000 SPRUCE ST,SPRUCE
03/15/2020, 2020-01609,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Active,03/15/2020, 14:00 -,4236 CHESTNUT ST,
03/17/2020, 2020-01631,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Inactive,03/16/2020, 15:00 - 03/16/2020  17:30, 3535 MARKET ST,3535 MARKET
03/17/2020, 2020-01633,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS,Active,03/17/2020,12:36 -,Baby Blues BBQ,
03/17/2020, 2020-01634,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,03/12/2020,12:30-03/12/2020,3604 CHESTNUT ST,WAWA- CHESTNUT ST
03/17/2020, 2020-01643,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500, Inactive,03/12/2020,12:30-03/12/2020,3701 MARKET ST,SCIENCE CENTER 3701
03/17/2020, 2020-01649, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Active,03/12/2020,12:30-03/12/2020, 4000 PINE ST,4000 BLOCK OF PINE
03/17/2020, 2020-01650,ASSAULT,OTHER ASSAULTS ASSAULT, Active,03/12/2020,12:30-03/12/2020,3609 CHESTNUT ST,PENN REHAB
03/18/2020, 2020-01651,ASSAULT,OTHER ASSAULTS ASSAULT, Active,03/18/2020, 9:00 - 03/18/2020 9:07,4000 SANSOM ST,"40/SANSOM, INTERSECTION OF"
03/18/2020, 2020-01658,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Arrest,03/18/2020, 16:09 - 03/18/2020  16:15, 3900 IRVING ST,3900 BLOCK OF IRVING
03/19/2020, 2020-01662,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Active,03/19/2020, 13:10 - 03/19/2020  13:12, 3700 SPRUCE ST,3700 BLOCK OF SPRUCE
03/19/2020, 2020-01663,FRAUD,FRAUD FALSE PRETENSE, Inactive,03/16/2020,12:00 - 03/16/2020 12:10,RADIAN APTS,
03/20/2020, 2020-01669,OTHER ASSAULT,other offense/tTERRORISTIC THREAT,Active,03/12/2020,12:30-03/12/2020,3400 LUDLOW ST,DOMUS PARKING GARAGE
03/20/2020, 2020-01673,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,03/18/2020, 6:45 - 03/18/2020 19:00, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
03/21/2020, 2020-01682,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,03/12/2020,12:30-03/12/2020, 3700 SPRUCE ST,FISHER HASSENFELD
03/22/2020, 2020-01688,ASSAULT,OTHER ASSAULTS ASSAULT, Active,03/22/2020,23:55 - 03/23/2020 0:29,HOSPITAL OF THE UNIV. OF PENN,
03/20/2020, 2020-01689,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Active,03/20/2020, 4:48 -, 4236 CHESTNUT ST,
03/20/2020, 2020-01690,ASSAULT,OTHER ASSAULTS ASSAULT,Inactive,03/20/2020, 18:22 - 12/20/2020  18:22, 3600 SANSOM ST,3600 BLOCK OF SANSOM
03/24/2020, 2020-01705, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM APT HOUSE, Inactive,03/24/2020, 15:24 - 03/24/2020  15:37, 4212 WALNUT ST,4212 WALNUT
03/25/2020, 2020-01709,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,03/12/2020,12:30-03/12/2020, 3100 WALNUT ST,PENN PARK
03/25/2020, 2020-01710,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Unfounded,03/25/2020, 9:15 - 03/25/2020 13:15, 210 S 34TH ST, MEYERSON HALL
03/25/2020, 2020-01713,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,03/25/2020, 15:00 - 03/25/2020  18:00, 3401 GRAYS FERRY,3401 Grays Ferry
03/25/2020, 2020-01714,ROBBERY,ROBBERY HIJACK OF VEHICLE NO WEAPON, Arrest,03/25/2020, 19:50 - 03/25/2020  20:08, 3700 MARKET ST,3700 BLOCK OF MARKET
03/27/2020, 2020-01717,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS,Inactive,03/12/2020,12:30-03/12/2020, 418 GUARDIAN DR, ANATOMY CHEMISTRY BUILDING
03/27/2020, 2020-01720,FRAUD,EMBEZZLEMENT EMBEZZLEMENT, Active,03/12/2020,12:30-03/12/2020,4101 SANSOM ST,sansom
03/28/2020, 2020-01725,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Arrest,03/28/2020,10:47 - 03/28/2020 11:50, 126 S 39,
03/28/2020, 2020-01728,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,03/23/2020, 19:45 - 03/24/2020  20:00, 104 S 40TH ST, PAPA JOHN'S
03/29/2020, 2020-01733,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,03/29/2020, 15:00 - 03/29/2020  16:00, 3925 WALNUT ST,CVS
03/29/2020, 2020-01734,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Active,03/12/2020,12:30-03/12/2020, 3714 SPRUCE ST,BEIJING RESTAURANT
03/31/2020, 2020-01743,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Active,03/31/2020, 8:00 - 03/31/2020 9:00,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
03/31/2020, 2020-01744,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Active,03/31/2020, 6:30 - 03/31/2020 7:00,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
03/31/2020, 2020-01750,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Active,03/27/2020, 19:00 - 03/28/2020  7:00,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
04/02/2020, 2020-01766, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS,Arrest,04/02/2020, 8:06 - 04/02/2020 8:33,3910 POWELTON AVE, POWELTON-PRESY SCL NURSING
04/02/2020, 2020-01768,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS,Inactive,03/12/2020,12:30-03/12/2020, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
04/02/2020, 2020-01771,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Inactive,03/12/2020,12:30-03/12/2020, 231 41,41
04/03/2020, 2020-01782, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER", Inactive,03/26/2020,12:00-04/02/2020, 4200 SPRUCE ST,4200 BLOCK OF SPRUCE
04/04/2020, 2020-01785,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Active,04/04/2020,10:53 - 04/04/2020 11:27,CVS,
04/04/2020, 2020-01786,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,03/26/2020,12:00-04/02/2020, 3900 WALNUT ST,3900 BLOCK OF WALNUT
04/04/2020, 2020-01787,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,04/04/2020, 7:00 - 04/04/2020 19:30, 3417 SPRUCE ST,HOUSTON HALL
04/06/2020, 2020-01794,FRAUD,FRAUD OTHER FRAUDS,Inactive,04/02/2020,22:00 -, 4035 CHESTNUT,
04/06/2020, 2020-01796,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,04/06/2020,12:17 - 04/06/2020 12:31,CVS,
04/06/2020, 2020-01797,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Active,03/26/2020,12:00-04/02/2020, 4101 SANSOM ST,sansom
04/06/2020, 2020-01798,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Inactive,03/12/2020,12:53 - 04/06/2020 12:15,Penn Medicine at 3737 Market,
04/07/2020, 2020-01803,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Inactive,03/26/2020,12:00-04/02/2020,401 S 41ST ST, S. 41ST
04/06/2020, 2020-01811,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Arrest,03/26/2020,12:00-04/02/2020, 4125 CHESTNUT ST,4125 Chestnut
04/08/2020, 2020-01812,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE,Arrest,04/08/2020, 13:36 - 04/08/2020  13:45, 4000 CHESTNUT ST,"40/CHESTNUT, INTERSECTION OF"
04/08/2020, 2020-01814,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,04/08/2020,12:50-04/08/2020, 4101 SANSOM ST,sansom
04/09/2020, 2020-01822,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Inactive,04/07/2020,11:00-04/09/2020, 4101 SPRUCE ST,4101 SPRUCE
04/12/2020, 2020-01833,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Inactive,04/07/2020,11:00-04/09/2020, 3818 CHESTNUT STREET,HAMILTON COURT APARTMENTS
04/12/2020, 2020-01837, BURGLARY,BURGLARY RES/DAY/FORCE 6AM - 6PM APT HOUSE,Inactive,04/11/2020, 15:45 - 04/11/2020  18:00, 4103 PINE, PINE
04/13/2020, 2020-01839,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Inactive,04/07/2020,11:00-04/09/2020  18:00, 113 S 42ND ST,
04/14/2020, 2020-01845, OTHER OFFENSE," OTHER OFFENSES ORDINANCES, VIOLATIONS OF",Arrest,04/14/2020,12:05 - 04/14/2020 12:42,"38/SPRUCE, INTERSECTION OF",
04/14/2020, 2020-01846, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER", Active,04/13/2020, 1:00 - 04/14/2020 9:00,4000 LUDLOW ST,4000 BLOCK OF LUDLOW
04/14/2020, 2020-01848, BURGLARY,BURGLARY RES/DAY/FORCE 6AM - 6PM PRI RES,Active,04/07/2020,11:00-04/09/2020,4105 LOCUST, LOCUST
04/15/2020, 2020-01854, ROBBERY-GUN, ROBBERY HIGHWAY BY HANDGUN,Active,04/07/2020,11:00-04/09/2020, 200 S 40TH ST, 200 BLOCK OF S. 40TH
04/15/2020, 2020-01861, WEAPONS, WEAPONS ADULTS HANDGUN,Arrest,04/15/2020,23:36-04/16/2020,3900 WALNUT ST,3900 BLOCK OF WALNUT
04/16/2020, 2020-01864,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Active,04/16/2020,10:15 - 04/16/2020 10:17,WAWA- CHESTNUT ST,
04/16/2020, 2020-01868,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,03/14/2020, 8:00 - 04/16/2020 14:53, 4045 BALTIMORE AVE,PENN MANOR APARTMENT
04/17/2020, 2020-01877,OTHER ASSAULT,other offense/tTERRORISTIC THREAT, Exceptionally Cleared,04/17/2020,10:59-04/17/2020, 202 S 36TH ST, ANNENBERG CENTER FOR PUBLIC
04/19/2020, 2020-01884,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Active,04/19/2020, 8:35 - 04/19/2020 9:10,3409 WALNUT ST,CVS
04/20/2020, 2020-01889,HARASSMENT, OTHER OFFENSES HARASSMENT BY COMMUNICATION,Inactive,04/19/2020, 3:00 - 04/19/2020 3:00,3411 CHESTNUT ST,DOMUS APARTMENTS
04/20/2020, 2020-01894,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,04/20/2020, 18:30 - 04/20/2020  19:30, 129 S 30TH ST, CIRA CENTER PARKING
04/21/2020, 2020-01898,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS,Inactive,04/21/2020,11:33-04/21/2020, 4039 CHESTNUT ST,4039 CHESTNUT
04/21/2020, 2020-01899,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,04/21/2020, 15:23 - 04/21/2020  15:26, 3131 WALNUT ST,Tipsy Bistro
04/21/2020, 2020-01902,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,04/21/2020, 7:30 - 04/21/2020 17:00, 3400 CIVIC CENTER BLVD,PERELMAN CENTER FOR ADVANC
04/21/2020, 2020-01903,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Active,04/21/2020, 6:45 - 04/21/2020 14:00, 231 S 34TH ST, NEW CHEMISTRY
04/23/2020, 2020-01916,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE,Inactive,04/23/2020,12:17 -, 100 BLOCK OF S. 39TH,
04/22/2020, 2020-01918,ASSAULT,OTHER ASSAULTS ASSAULT, Active,04/09/2020,12:30 -,PRESBYTERIAN HOSPITAL,
04/23/2020, 2020-01921,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,04/21/2020,11:33-04/21/2020,4224 OSAGE AVE,WEBSTER HOUSE
04/23/2020, 2020-01922,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,04/23/2020, 7:00 - 04/23/2020 19:00, 231 S 34TH ST, NEW CHEMISTRY
04/24/2020, 2020-01930,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,04/24/2020, 6:50 - 04/24/2020 16:50, 231 S 34TH ST, NEW CHEMISTRY
04/25/2020, 2020-01937,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,04/25/2020, 13:27 - 04/25/2020  13:58, 3910 IRVING ST,HARRISON COLLEGE (HRS)
04/25/2020, 2020-01939,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,04/25/2020, 15:35 - 04/25/2020  15:37, 3400 WOODLAND WALK,3400 BLOCK OF WOODLAND
04/26/2020, 2020-01947, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Active,04/21/2020,11:33-04/21/2020,200 S 40TH ST, 200 BLOCK OF S. 40TH
04/27/2020, 2020-01954,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,04/26/2020,12:00-04/27/2020,3615 CIVIC CENTER BLVD,Abramson Pediatric Center
04/28/2020, 2020-01959,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,04/04/2020, 14:35 - 04/04/2020  14:36, 4055 SPRUCE ST,SPRUCE
04/28/2020, 2020-01965, AUTO THEFT,AUTO THEFT STOLEN STOLEN AND RECOVERED PRIOR TO,Active,04/28/2020,23:12 - 04/28/2020 23:44,"40/WALNUT, INTERSECTION OF",
04/29/2020, 2020-01968,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,04/26/2020,12:00-04/27/2020,3615 CIVIC CENTER BLVD,Abramson Pediatric Center
04/29/2020, 2020-01969,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,04/29/2020, 17:10 - 04/29/2020  17:14, 3409 WALNUT ST,CVS
04/29/2020, 2020-01970, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, UNDER $50.00", Inactive,04/29/2020, 15:00 - 04/29/2020  18:17, 4001 WALNUT ST,WALNUT 40
04/29/2020, 2020-01972,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,04/18/2020, 18:30 - 04/29/2020  18:00, 3910 IRVING ST,HARRISON COLLEGE (HRS)
04/29/2020, 2020-01973,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,04/29/2020, 8:45 - 04/29/2020 19:00, 3620 HAMILTON WALK,JOHN MORGAN BUILDING
04/30/2020, 2020-01976, OTHER OFFENSE, OTHER OFFENSES PROBATION LAW VIOLATIONS, Arrest,04/26/2020,12:00-04/27/2020,3925 WALNUT ST,CVS
04/30/2020, 2020-01977, THEFT FROM VEHICLE,"THEFT FROM VEHICLE ACCESSORIES, $200 AND OVER", Inactive,04/28/2020, 5:30 - 04/28/2020 15:30, 699 HOLLENBACK DR, RIVER FIELDS
04/30/2020, 2020-01979,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Arrest,04/30/2020, 6:50 - 04/30/2020 19:50, 231 S 34TH ST, NEW CHEMISTRY
05/01/2020, 2020-01984,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Arrest,04/30/2020, 17:15 - 05/01/2020  7:20,231 S 34TH ST, NEW CHEMISTRY
05/01/2020, 2020-01986, BURGLARY,BURGLARY RES/NIGHT/NO FORCE 6PM - 6AM APART HOUSE, Inactive,05/01/2020, 15:00 - 05/01/2020  17:30, 211 S 42ND ST, 211 S 42
05/03/2020, 2020-02000, AGGRAVATED ASSAULT,AGR ASSAULT OTHER DANGEROUS WEAPON,Inactive,04/26/2020,12:00-04/27/2020,4000 SPRUCE ST,4000 BLOCK OF SPRUCE
05/03/2020, 2020-02005,ROBBERY,ROBBERY RESIDENCE NO WEAPON, Active,05/03/2020, 4:00 -, 4018 MARKET ST,
05/02/2020, 2020-02006,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,04/26/2020,12:00-04/27/2020,51 N 39TH ST,PRESBYTERIAN HOSPITAL
05/05/2020, 2020-02013, DISORDERLY CONDUCT,DISORDERLY CONDUCT ARREST, Arrest,05/05/2020,0:36 -,"33/WALNUT, INTERSECTION OF",
05/05/2020, 2020-02017,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Arrest,05/05/2020,11:52 -,CVS,
05/05/2020, 2020-02019, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS, Arrest,04/26/2020,12:00-04/27/2020,3600 SANSOM ST,INN AT PENN
05/06/2020, 2020-02022, OTHER OFFENSE, HARASSMENT,Active,05/06/2020,0:33-05/06/2020,3330 MARKET ST,WAWA Market
05/06/2020, 2020-02023, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS, Arrest,05/06/2020,0:33-05/06/2020, 3737 MARKET ST,Penn Medicine at 3737 Market
05/06/2020, 2020-02027,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Arrest,05/06/2020, 13:30 - 05/06/2020  16:00,WILLIAMS PLAZA, WILLIAMS PLAZA
05/06/2020, 2020-02028,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Arrest,05/06/2020, 8:00 - 05/06/2020 16:30, 3615 CIVIC CENTER BLVD,Abramson Pediatric Center
05/08/2020, 2020-02039,FRAUD,FRAUD FALSE PRETENSE,Inactive,04/30/2020, 13:09 - 05/08/2020  13:41, 3451 WALNUT ST,FRANKLIN BUILDING
05/08/2020, 2020-02041,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,05/06/2020,0:33-05/06/2020,51 N 39TH ST,PRESBYTERIAN HOSPITAL
05/09/2020, 2020-02046,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Arrest,05/09/2020, 17:39 - 05/09/2020  17:52, 231 S 34TH ST, NEW CHEMISTRY
05/10/2020, 2020-02053,HARASSMENT, OTHER OFFENSES HARASSMENT BY COMMUNICATION,Active,12/01/2019,0:00-05/10/2020, 400 S 40TH ST, LUNA ON PINE
05/10/2020, 2020-02054,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS, Inactive,05/10/2020, 15:30 - 05/10/2020  15:48, 3900 IRVING ST,3900 BLOCK OF IRVING
05/11/2020, 2020-02059,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Arrest,05/10/2020, 21:07 - 05/11/2020  9:03,4247 LOCUST ST,FAIRFAX APARTMENTS
05/11/2020, 2020-02062,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 500 TO 999.99,Inactive,05/08/2020,12:00 - 05/11/2020 10:30,PRESIDENT'S HOUSE,
05/11/2020, 2020-02065,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Inactive,05/11/2020,12:00-05/11/2020, 4018 SPRUCE ST,SPRUCE
05/11/2020, 2020-02067,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Inactive,05/11/2020,12:00-05/11/2020  20:00, 311 S 41ST ST,
05/13/2020, 2020-02087,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS, Active,05/11/2020,12:00-05/11/2020  16:00, 311 S 41ST ST,
05/13/2020, 2020-02088,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT, Active,05/11/2020,12:00-05/11/2020,3604 CHESTNUT ST,WAWA- CHESTNUT ST
